tweet,rotulo
Você sabia que Ciro Gomes já foi o governador mais bem avaliado do Brasil entre 1991 e 1994. HABLA CIRO,positivo
É hoje!   #CiroTV,positivo
"#DataTato  @simonetebetbr ,  candidata da frente democrática anti-bolsopetista, foi quem melhor se apresentou no #JornalNacional, revela pesquisa de renomado Instituto. #simonenojn  #NemLulaNemBolsonaro  #MoroSenadorPR444",neutro
#Enquete  O renomado Instituto de Pesquisas Avançadinhas #DataTato quer saber:  Que candidata se saiu melhor nas sabatinas do @jornalnacional?,positivo
É essa simpatia que deixa a  @simonetebetbr  ANTIPÁTICA!,neutro
"Essa turminha, tudo contra o 22, quando falam, exalam excremento por todos os lados. Dra Nise, a Sra é uma heroína que suportou ao ataque covarde da CPI do circo. Onde estava a Simone Tebet?",negativo
Melhor Primeira Dama da história do Brasil   - Michelle Bolsonaro,positivo
Esqueci de falar que o cnn tava lá e eu estava pensando em mandar o Bolsonaro tmnc  então se aparecer uma pessoa atrás toda de preto em alguma reportagem da cnn sou eu KKKKK,positivo
Bolsonaro volta a atacar Moraes às vésperas do 7 de setembro: “Vagabundo” | Revista Fórum,positivo
Bolsonaro volta a criticar Moraes por ação contra empresários – News Brazil,positivo
Lula n tem gosto de nd,negativo
O Lula está solto babaca e é inocente ...prove o contrário,negativo
A Renata botou pra torar em cima do Cironé.⁦@souguereira⁩ ⁦@Nilsonhandebol⁩ ⁦@Amaral_Liomara⁩ ⁦@ChantaraSilva⁩ ⁦@Rioparina⁩ ⁦@hilde_angel⁩,positivo
irmãos eu odeio falar de politica mas essa aqui é especial:  Acabei de tomar um AD no Youtube falando q o Lula tinha sido preso sem crimes e provas KKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKKK,negativo
"Em breve, tem que ser criado um movimento para pegar votos de Bolsonaro para  @cirogomes . Está claro que Bolsonaro perderá para Lula em eventual segundo turno. Se essa migração acontecer, naturalmente também virão votos de Lula. ",negativo
Bora já já têm Ciro Gomes presidente ao vivo na #CiroTV,positivo
É hoje!   #CiroTV,positivo
"Petista não sabe fazer contas, gente. A 'pátria educadora' deu errado!   Ciro Gomes tem o segundo maior potencial de voto! Vote  @cirogomes  no 1º turno e durma de consciência limpa. #CiroPresidente ",positivo
"Lembra dos posts anteriores em que apontamos os indicadores fabulosos, em favor de Ciro, que estão nas camadas ocultas do DataFolha e de pesquisas recentes? (Se não lembra, procure aí na sua timeline) ",neutro
"Isso é que é mulher empoderada!!!! Tem carisma, é linda e educada!!!! Morram de inveja!!!!! @JanjaLula   @simonetebetbr",neutro
Marquem a @JanjaLula ela tbm odeia a Primeira Dama Sou Bloqueada por essa Invejosa que nunca vai ter o Carisma e simpatia da Nossa Michelle né não @simonetebetbr   Vou marcar as duas que sou é Ruim  Twete Promovido para a Propaganda Eleitoral Gratuita,neutro
Exemplo cabe também no senado.   Simone Tebet rebate Michelle Bolsonaro,negativo
"Em Belém, Simone Tebet fala em alcançar desmatamento ilegal zero",negativo
AO VIVO: Petista atira em eleitor de Bolsonaro dentro de igreja / Lula perto de desistir? (veja o vídeo),negativo
"Essa é a última tentativa do sistema. Eles estão jogando com todas as cartas, eles não vão aceitar a vitória de Jair Bolsonaro, a Globo não vai aceitar a vitória de Jair Bolsonaro!!!",positivo
Depois de hoje se o 2° turno for entre Lula e Bolsonaro está MAIS DIFÍCIL de eu ANULAR o meu voto.,negativo
AO VIVO: Petista atira em eleitor de Bolsonaro dentro de igreja / Lula perto de desistir? (veja o vídeo),negativo
Só perguntei se ele tinha pago o PIX do Lula! ,negativo
Depois de hoje se o 2° turno for entre Lula e Bolsonaro está MAIS DIFÍCIL de eu ANULAR o meu voto.,negativo
Bora Ciro Gomes presidente prá já #CiroTV #CiroNaCNN #CiroCresce,positivo
Vou postar esse vídeo pra todo mundo que vier com conversa mole de voto no Lula pra ver se esse povo cria alguma vergonha na cara.,positivo
Olha aí  @Uber_Brasil  até o  @cirogomes  denunciando. O que será feito???,positivo
"Está acontecendo meu povo, Ciro Gomes tem chegado na casa do povo brasileiro. #CiroTV",positivo
É doloroso acreditar que cena tão chocante aconteça no nosso Brasil. Impossível alguém assistir este vídeo e não se sentir um bebê desprotegido ou uma mãe em desespero. Punição rigorosa para este monstro!,positivo
"Quem vota Moro senador, Vota Simone Tebet presidente 15 e Mara Gabrilli vice. Olha q chapa linda! Vamos votar em ficha limpa?",negativo
"Uma história de luta pela ciência e inclusão. ⁦@maragabrilli⁩ , vice da candidata ⁦@simonetebetbr⁩",neutro
"⁦ @simonetebetbr ⁩  a defensora das mulheres , de defensora não tem nada ; é bruta e autoritária !",neutro
"EXCLUSIVO:  Nise Yamaguchi rebate ataques de Lula https://youtu.be/HJVlTmyXTlM Lula elogiou fala do senador petista, Otto Alencar contra médica na CPI da Pandemia.  E aonde estavam as senadoras Simone Tebet e Soraya Tronick?",neutro
"Bolsonaro era uma criançinha, tinha umas irmãs e vendia peixe. HABLA CIRO na #CiroTV",positivo
"Esqueçam Ciro e Tebet e votem no Lula. Ciro já tentou em 2018 e perdeu, este ano vai acontecer a mesma coisa. Eleição está entre Lula e Bolsonaro. Não desperdice seu voto e vamos tirar o facist4 do poder",negativo
Quer votar no Ciro? Vota. Mas assuma a responsabilidade que ao votar no Ciro e tebet a única coisa que vc está fazendo é criar um cenário de segundo turno para o Bolsonaro. É isso,positivo
vou votar no ciro sim e se bolsonaro ou lula ir pra presidência os únicos culpados dessa desgraça são vocês bando de puta fudida ou puto fudido que não entende porra nenhuma,negativo
a dilma era uma mulher mto carismatica e simpatica se pa ate mais q o lula gosto mais dela como pessoa q como politica,negativo
vou votar no ciro sim e se bolsonaro ou lula ir pra presidência os únicos culpados dessa desgraça são vocês bando de puta fudida ou puto fudido que não entende porra nenhuma,negativo
Quer votar no Ciro? Vota. Mas assuma a responsabilidade que ao votar no Ciro e tebet a única coisa que vc está fazendo é criar um cenário de segundo turno para o Bolsonaro. É isso,positivo
"vamos refrescar a memória do mateusinho: antes do bbb a Jade já tinha 13 milhões de seguidores (votem no Lula, é um sinal), ela deu uns beijos lá e aq fora e tu acha que todos os fãs dela agora são apenas do casal ali formado? acorda alice, micoso dms e qm da palco p ele é pior",negativo
Ia ter uma fila cm 18 go solos e uma rua lotada de jadré,positivo
"Esqueçam Ciro e Tebet e votem no Lula. Ciro já tentou em 2018 e perdeu, este ano vai acontecer a mesma coisa. Eleição está entre Lula e Bolsonaro. Não desperdice seu voto e vamos tirar o facist4 do poder",negativo
"""A gente não precisa de aliança com vários partidos"", diz Ana Paula Matos (@AnaPaulaMatosBA), candidata à vice-presidência na chapa de Ciro Gomes (@cirogomes)  Veja a entrevista completa: https://bit.ly/3q3uTGf",neutro
"Agradacer ao  @cirogomes  todos os dias, por ter me feito notar a  @AnaPaulaMatosBA   A chapa nem foi eleita ainda e já está deixando legado.  Que pessoa maravilhosa",positivo
"Diga NAO a ""terceira via (  @cirogomes  ou  @simonetebetbr  ) o Brasil precisa de voto certo, o Brasil precisa de esperança e amor!  Vote 13 vote  @LulaOficial Se você votar em  Ciro você está ajudando o Jair. Nada de terceira via. Contamos com você! OK ",positivo
Brasil Sem Medo - Michelle Bolsonaro diz que Simone Tebet cai em contradição ao tentar calá-la na Justiça,negativo
", @simonetebetbr  além de ser absolutamente invejosa e sem futuro ela é uma tremenda pa tética porque ela é inex pressiva ela é totalmente um zero à esquerda E já dizia um velho ditado ""quem nasce para INPS nunca vai chegar a Golden Cross"" tablete A recalcada digna de pena ",neutro
Lapada: Michelle Bolsonaro expõe “hipocrisia” de Simone Tebet; VEJA ☛,negativo
"Este Bolsonaro criticava o tal: Bolsa Família e esse tipo de auxílio, antes de ser presidente, agora porq precisa dos votos de quem recebe isso.Quer pagar de quem é a favor.Aliás a maioria do q é mostrado nas propagandas dele são projetos semelhantes aos q o PT mostrava no govern",positivo
"Mais Netflix, Menos Lula e Bolsonaro",negativo
"ANÁLISE DA PESQUISA IPESPE PARA A ASSOCIAÇÃO BRASILEIRA DE PESQUISADORES  | 03/09  Lula oscilou positivamente na margem de erro se comparada com a IPESPE/XP publicada no dia 31.  Lá, Lula tinha 43% contra 35% do Bolsonaro, era uma distância de 8%, agora sobe para 9%!  (+)",negativo
"Vim no mercado fazer o rancho e tudo barato, o efeito Lula é incrível!",negativo
Agora é LULA #LulaNo1ºTurno,negativo
"“A senhora diz que não viu o País que eu falei acontecer. O seu motorista viu, o seu jardineiro viu, a sua empregada doméstica viu. A sua empregada doméstica viu este País melhorar, viu que ela podia almoçar e jantar todo dia, viu que o filho dela poderia entrar na universidade”",positivo
"Mais uma para o sanatório.Véi@ se prestando aos escravocratas para demitir,por questão de sobrevivência . Sobrevivência deles né   Socialite pede a agricultores demissão de eleitores de Lula: 'Sem dó' - Politica - Estado de Minas",negativo
Ipec PRESIDENTE Pará.        30/08 - 01/09  Lula (PT): 44% Bolsonaro (PL) 35% Ciro Gomes (PDT): 9% Tebet (MDB): 3% Vera Lúcia (PSTU): 1 Soraya Thronicke (UB): 1% B/N: 3% NS: 5%,neutro
"""A gente não precisa de aliança com vários partidos"", diz Ana Paula Matos (@AnaPaulaMatosBA), candidata à vice-presidência na chapa de Ciro Gomes (@cirogomes)  Veja a entrevista completa: https://bit.ly/3q3uTGf",neutro
"Agradacer ao  @cirogomes  todos os dias, por ter me feito notar a  @AnaPaulaMatosBA   A chapa nem foi eleita ainda e já está deixando legado.  Que pessoa maravilhosa",positivo
"Diga NAO a ""terceira via (  @cirogomes  ou  @simonetebetbr  ) o Brasil precisa de voto certo, o Brasil precisa de esperança e amor!  Vote 13 vote  @LulaOficial Se você votar em  Ciro você está ajudando o Jair. Nada de terceira via. Contamos com você! OK ",positivo
votar em Ciro é votar em Bolsonaro.. votar em Tebet é votar em Bolsonaro.. depois ñ adianta reclamar em francês!,positivo
E continua forte o boicote do PT a campanha de Ciro Gomes,positivo
Acabei de ver Lapada: Michelle Bolsonaro expõe “hipocrisia” de Simone Tebet; VEJA - Clique para ver também ☛  https://terrabrasilnoticias.com/2022/09/lapada-michelle-bolsonaro-expoe-hipocrisia-de-simone-tebet-veja/… via  @TerraBrasilnot,negativo
Vejam o vídeo da First-Lady Michelle que a Simone Tebet exigiu que o TSE tirasse do ar!,negativo
"Eu prometi e vou fazer, postar o vídeo da primeira Dana todos os dias!",positivo
Lapada: Michelle Bolsonaro expõe “hipocrisia” de Simone Tebet; VEJA ☛,negativo
Deus esteja ao seu lado   @jairbolsonaro,positivo
"Gente esta senhora que se chamava Dolores Beatriz Moreira de Carvalho, amava muito o presidente @jairbolsonaro tinha o desejo de encontrar um dia ele mas o câncer a abateu antes e ontem foi o dia que ela partiu, peço a todos compartilhar máximo possível até chegar ao presidente.",positivo
INACREDITÁVEL! BOLSONARO LANÇA GUERRA...ESPIRITUAL!  ISSO DARÁ VOTO? https://youtu.be/EPfIa5Gg0Ok via  @YouTube,neutro
"COITADOS DOS ALUNOS IDIOTIZADOS,DE CABEÇA FEITA PELA ESQUERDA DO MAL. NEM ELES SABEM O QUANTO ESTÃO SENDO USADOS. DE FOICE NA MÃO, FORAM AMEAÇAR OUTROS ESTUDANTES DE DIREITA QUE ESTAVAM COLANDO CARTAZ DIZENDO QUE APOIAR BOLSONARO NÃO É CRIME! COMO POBRES COITADOS QUERIAM EXPULSAR",positivo
É  muito mais grave que se possa pensar! Na UFRGS ! Militantes armados de foice e martelo tentam intimidar apoiadores de Bolsonaro.,positivo
É a profecia do Lula se realizando! twitter.com/diariodemah/st…,negativo
"O PT voltará a governar o Brasil. O Lula voltará a cuidar dos mais pobres e reconstruir o país. O Latino, inexpressivo, vai continuar latindo, Moro vai continuar a grasnar junto com Bolsonaro em 2023 na CADEIA. Junto com a familícia! #LulaNo1ºTurno ",negativo
Pra colocar o Lula em evidência. Eita país medíocre hem,negativo
"URGENTE: A Justiça Eleitoral cumpriu, na manhã deste sábado (3), mandados de busca e apreensão de materiais de campanha irregulares na casa do ex-juiz e candidato ao Senado pelo Paraná Sergio Moro (União Brasil). Leia mais em https://mla.bs/68601b84",positivo
A#Turmaboa já foi mais propositiva. Já falou mais do PND. De proposta. Já deixou os pets fora de suas cabeças. Hora de pôr o trem nos trilhos muita calma nessa hora. #CiroeAna  @cirogomes,positivo
"Eu já cansei de trabalhar e pagar imposto para sustentar político vagabundo, vamos eleger Ciro Gomes  #CiroCresce #CiroPresidente",positivo
Lista de candidatos odiados por suas equipes:  - Sergio Moro  - Ciro Gomes,positivo
Ipec PRESIDENTE Pará.        30/08 - 01/09  Lula (PT): 44% Bolsonaro (PL) 35% Ciro Gomes (PDT): 9% Tebet (MDB): 3% Vera Lúcia (PSTU): 1 Soraya Thronicke (UB): 1% B/N: 3% NS: 5%,neutro
Hildegard Angel: 'Simone Tebet é uma pedalada jornalística da Globo',negativo
Simone tebet? .essa mulher nunca me enganou com suas narrativas  mentirosa!  . assistir sua falas só desclassificando  as mulheres na CPI do circo. Michelle bolsonaro não precisa de elogios dessa senhora. Mesmo que tirem o vídeo o recado tá dado! Michele e pérola!!,negativo
"Vote 4440  @RosangelaMoroSP   So nos resta apostar na  @SimoneTebetBR . Precisamos de uma alternativa e ela e a única agora  Merecemos um presidente decente , nem Lula nem Bolsonaro, nem Ciro... Alguém que tenha princípios:  @SF_Moro   #moro2022 #LulaNuncaMais #MulherVotaEmMulher",negativo
"O dinheiro vivo dos Bolsonaro nunca morre: https://open.spotify.com/episode/5GvmhfZKZIfRbA9U2PnqdB….  Ouça em podcast minha Análise dos Fatos, feita na Rádio Eldorado FM.  #PatrimônioBolsonaro",positivo
"Acorda Brasil, os Portugueses já acordaram!!  #BolsonaroReeleitoEm2022 #BolsonaroNoPrimeiroTurno Força e foco meu presidente @jairbolsonaro @BragaNetto_gen  @tarcisiogdf @CarlosBolsonaro @Zambelli2210  @BolsonaroSP",positivo
Comentarista na CNN afirma que Bolsonaro ganhará essa eleição no primeiro turno! #BolsonanoNoPrimeiroTurno,positivo
Michelle Bolsonaro retruca e dá lição de moral para Simone Tebet sobre l... https://youtu.be/5fP-0ZGbAS8 via  @YouTube,negativo
22 e Bolsonaro,positivo
Aumenta o número de apoiadores do presidente Bolsonaro nas redes sociais. Estamos mais vivos do que nunca! Digita  se você apoia também. #JuntosComBolsonaro,positivo
TSE determina que redes sociais derrubem postagens do cantor Latino contra Luiz Inácio Lula da Silva - Terra Brasil Notícias. ⁦ @jejumde40dias ⁩,negativo
"Vcs vão me desculpar, mas não faz sentido pedir q o Lula desista da campanha. Nada garante q outro candidato vença Bolsonaro. Lembro bem q uma pesquisa de 2017 q mostrava Bolsonaro como segunda opção de voto para uma parte do eleitorado do Lula. O brasileiro é doido.",negativo
Ficou ofendido não foi LULA,negativo
"Petistas surtados, porque o painho deles não será eleito no 1°T, pedindo para Simone/Ciro desistirem das suas candidaturas, em prol do molusco. Eu proponho o inverso...que o lola, como ""democrata"" que é, abra mão da sua candidatura em prol do Brasil sem o bozo!",negativo
KKKKK LEVOU UM SACODE NO DEBATE E AGORA FOGE NO SAPATINHO METENDO O LOUCO,positivo
ciro gomes promete comeback do enhypen com mesma vibe de given-taken caso seja eleito,positivo
"No programa eleitoral de hoje, falamos sobre duas das nossas principais propostas: a Lei Antiganância e a renegociação das dívidas que vai limpar o nome de todo mundo que está no SPC e no Serasa.",positivo
Precisamos muito vencer o Ceará de Ciro Gomes,positivo
"IPEC: PRESIDENTE no PARÁ, de 30/08 a 01/09:   Lula (PT): 44%  Bolsonaro (PL) 35%  Ciro (PDT): 9%  Simone Tebet (MDB): 3%  Os demais pontuaram 1% ou nada   Brancos e Nulos: 3%  Indecisos: 5%",negativo
Esta Simone Tebet é ridícula !! Uma vergonha!! Não me representa !! Esquerdista Nojenta !! #Tebetlixo #TebetRidícula,negativo
Michelle Bolsonaro retruca e dá lição de moral para Simone Tebet sobre l... https://youtu.be/5fP-0ZGbAS8 via  @YouTube,negativo
Eu amo ver a Globo massetando o Bolsonaro! Eu amo!,positivo
"#RockinRio Bolsonaro gosta tanto de multidões! "" Aproveita o Rock in Rio "", faz campanha lá.",positivo
"ANTES TARDE DO QUE NUNCA!!!...FORA BOLSONARO!!!... UMA PEQUENA VIAGEM NO TEMPO PARA 02 DE OUTUBRO DE 2022, LULA É PROCLAMADO O NOSSO NOVO PRESIDENTE!!!...",negativo
"PRIMEIRA CONDENAÇÃO INTERNACIONAL - O Tribunal dos Povos acaba de condenar Bolsonaro por crimes contra a humanidade. Ao menos 100mil brasileiros morreram em vão na pandemia de Covid, indica a sentença. A justiça começa a ser feita!",positivo
"ANTES TARDE DO QUE NUNCA!!!...FORA BOLSONARO!!!... UMA PEQUENA VIAGEM NO TEMPO PARA 02 DE OUTUBRO DE 2022, LULA É PROCLAMADO O NOSSO NOVO PRESIDENTE!!!...",negativo
"PRIMEIRA CONDENAÇÃO INTERNACIONAL - O Tribunal dos Povos acaba de condenar Bolsonaro por crimes contra a humanidade. Ao menos 100mil brasileiros morreram em vão na pandemia de Covid, indica a sentença. A justiça começa a ser feita!",positivo
Essa fala foi do Lula quando tu como juiz o perseguia. Vide TSE.,negativo
" Nada comparável aos bilhões de reais roubados durante os Governos do PT e do Lula. Não me intimidarão, mas repudio a tentativa grotesca de me difamar e de intimidar minha família.",negativo
"Lula tem medo do Ciro. Ele sabe que se Ciro vencer, ele n volta ao poder. Fonte: https://otempo.com.br/politica/delfim-neto-diz-que-pt-e-lula-trairam-ciro-em-2018-e-elegeram-bolsonaro-1.2362370…",neutro
"A única razão para pressão do lulopetismo contra Ciro e seus eleitores é medo de ter que enfrentar no segundo turno um candidato bem menos rejeitado (16% a 40% no IPEC) e perder as eleições. Tem nada a ver com ""luta contra o fascismo"". https://veja.abril.com.br/coluna/maquiavel/datafolha-lula-tem-a-sua-maior-rejeicao-em-uma-eleicao-presidencial/…",negativo
Sério isso aqui?!  Esqueceu de dizer quem foi o ministro da integração que bancou essa obra. #transposição #DomPedro #Lula #CiroGomes ,negativo
Esse é o vídeo vetado?!,positivo
Com certeza ! Votar em Ciro Gomes e por em prática o dever da esperança em dias melhores para nosso povo !  #CiroPresidente12,positivo
"Eu vou ver as respostas sobre ""O PT"" e só vejo gente falando mau do PT, e petistas tentando atingir o Ciro Gomes!    Kkkkkkkk Achei que o assunto fosse em apoio ao PT... Parece que o Ciro incomoda",neutro
"Você que vai votar no Ciro, esteja ciente que sua atitude vai trazer esperança para o Brasil!",positivo
Nao consigo mais ver nenhuma propaganda da Simone Tebet sem lembrar que ela é a cara do Dr Octopus do filme do Homem Aranha,negativo
"Vamos repsssar até que a INVEJOSA da ""feminista""  @simonetebetbr  aprenda a ouvir uma MULHER de VERDADE.   Ahhhhhhh a HIPOCRISIA! #AInvejaMATA ",neutro
Não pode curtir e nem compartilhar pq a estepe do Mula não gosta!,positivo
Alô  @simonetebetbr  a vergonha vem parcelada,neutro
Pra quem não viu o vídeo da primeira Dama Michelle Bolsonaro. ,positivo
A existência do bolsonaro é uma atrocidade contra o mundo não é possível que foi Deus que criou essa coisa,positivo
mt bom q as únicas coisas q fazem eu e meu pai ter uma conversa pacífica é xingar o bolsonaro e falar mal da minha mãe ,positivo
Se fosse assim o Bolsonaro teria que justificar todos os 51 imóveis comprado por 26 milhões em dinheiro vivo. Teria bloqueado todos os imóveis.,positivo
Bolsonaro não sofreu impeachment porque ele é a galinha dos ovos de ouro. Ta deixando muita gente rica.,positivo
"Sucesso na TV, jornalista detona Lula e jogo sujo do PT https://youtu.be/iuGYol8wgH0 via  @YouTube",neutro
Vamos fortalecer a militância! ESTOU COM LULA já no primeiro turno! O Brasil tem pressa!  @Nilsonhandebol   @RogerBMoura,negativo
minha mãe brava porq colei adesivo do lula no vidro ,negativo
"""De dentro da privada Ciro Gomes da o alerta!! Esquerda nunca mais. PT NUNCA MAIS"". Seleciona e compartilha",neutro
Será que mais alguém consegue enxergar que essa polarização política que se arrasta de eleição em eleição só prejudica o Brasil?? @LulaOficial  @jairbolsonaro  @cirogomes  #Eleicoes2022,positivo
Muito bom o pastel do ginasio ciro gomes,positivo
"Vai vendo Brasil...  @simonetebetbr  a feminista calando uma mulher , para não falar para outras mulheres? E ainda falando que as mulheres vão arrumar a casa? Entendi, arrumar a casa é serviço de mulher... É assim Simone? kkkk #BolsonaroReeleito2022 por WO segue a dica",neutro
TSE acatou pedido da Simone Tebet pra tirar este vídeo do ar.  Simone não quer que as mulheres saibam o que o governo está fazendo. @simonetebetbr,negativo
"*”Diz pra votar em mulher e tenta calar outra mulher”, diz Michelle*  Primeira-dama evitou citar nomes, mas fez referência a uma ação interpelada por Simone Tebet  https://contrafatos.com.br/diz-pra-votar-em-mulher-e-tenta-calar-outra-mulher-diz-michelle/…  *Nosso Canal no Whatsapp:*   https://chat.whatsapp.com/E66z8b0sjje4Y1S4ygxRLs…",negativo
Dra Nise Yamaguchi solta o verbo e desmente Simone Tebet; VEJA VÍDEO,negativo
Os bolsopetistas dizem que Ciro é linha auxiliar do fascismo.  Ciro sendo linha auxiliar do fascismo: twitter.com/cirogomes/stat…,positivo
"Quer dizer que Ciro ajuda Bolsonaro?  @LulaOficial , vai pra pqp... Nós queremos outra sigla: PND.  #PrefiroCiroPresidente12 #NoMeuVotoNinguemMexe #RompendoAPolarizacao #VoteEm1SeLivreDos2 #TurmaBoa",positivo
Vamos orar pelo Brasil  Vamos orar pelo nosso Presidente Bolsonaro.,positivo
"Mulheres com o Presidente, Bolsonaro. fala! #MulheresComBolsonaro",positivo
"FELIPE NETO EXPLICOU POR QUE VAI VOTAR NO LULA | ""Por que votar no Lula se ele roubou tanto?"". Chegou a hora de responder essa e outras perguntas de uma vez por todas. Chega de desinformação. | By Felipe Neto | Facebook",negativo
"Quer dizer que Ciro ajuda Bolsonaro?  @LulaOficial , vai pra pqp... Nós queremos outra sigla: PND.  #PrefiroCiroPresidente12 #NoMeuVotoNinguemMexe #RompendoAPolarizacao #VoteEm1SeLivreDos2 #TurmaBoa",positivo
Os bolsopetistas dizem que Ciro é linha auxiliar do fascismo.  Ciro sendo linha auxiliar do fascismo: twitter.com/cirogomes/stat…,positivo
Mlk que lavagem cerebral que o pessoal tá sofrendo falando que o Lula vai perseguir e fechar igrejas e que Cristãos tem que votar em Bolsonaro,negativo
eh lula caraiii,negativo
A fraude do ensino em SOBRAL-CE,positivo
Na pilantragem  @cirogomes  só perde para o ex-presidiário  @LulaOficial,positivo
"Eita  @Rconstantino  olha o   @cirogomes  tá ficando feio cada dia que passa, você mente demais junto com o Lula Ladrão Safado.",negativo
"HABLA CIRO hj na #CiroTV pq tu vai:  •Remodelar o modelo econômico para o país não ir a falência!  •Cobrar grandes fortunas de PF (Pessoas Físicas) e usar esse dinheiro para repassar ao povão mais carente dando a eles R$1,000,00 mensais! Que será implantado na constituição!",positivo
Ciro cresce! Exemplo e militâncias! Habla Ciro!Agora é Ciro Gomes presidente #cirotv #prefirociro #cirogomes2022 #cirogomespresidente #cironecessário #pnd #pdt,positivo
"#Política|  @simonetebetbr  afirma que as campanhas devem ficar ainda mais hostis; para  @LulaOficial , o governo quer agradar fazendeiros e empresários e  @jairbolsonaro  volta a criticar o  @STF_oficial .  Leia mais:",positivo
Michelle Bolsonaro retruca e dá lição de moral para Simone Tebet sobre l... https://youtu.be/5fP-0ZGbAS8 via  @YouTube,negativo
"Oxi Simone Esbetche,  @simonetebetbr  ! Tu voltarás para Três Lagoas !!!!",neutro
"Ah claro …. A senhora é um grande exemplo da lei . Mas também, uma candidata que perde pra margem de erro, estamos perdendo muito tempo e holofotes .",positivo
"Pessoal, já conhecem o fundo Jair Asset?  Estão vendendo a melhor Cleptomoeda do mundo, rendendo pra caramba, aplicado em imóveis. É o BolsoCoin. Não vai ficar de fora né?! Ligue 4004 - 171 e fale com nosso corretor Fabrício Queiroz.  #bolsonaro",positivo
MOVIMENTO MULHERES COM BOLSONARO ARREBENTANDO OS ARGUMENTOS DA ESQUERDALHA… #MulheresComBolsonaro ,positivo
a menina postando edit em apoio ao bolsonaro nos stts KKEKSKSKSKSKAKSKS,positivo
Quando mais os togados petistas fazem atrocidades ditatoriais contra  o povo de direita que apoia Bolsonaro mais o presidente Bolsonaro ganha seguidores. Bolsonaro só não é reeleito se alguém fazerem tramoias nas urnas eletrônica.,positivo
Engraçado que em 2º turno o Bozo tem praticamente o mesmo percentual do 1º turno.  2º turno: Lula 53% Bozo 38%,negativo
calla-te. vovô estar a defender o lula.,negativo
"Ei gente, tô achando que o Criolo vota no Lula hein",negativo
pq o ciro gomes ta no perfil do kanye west?,positivo
O Ciro Gomes quer reconciliar o Brasil! Imagine!,positivo
"Ciro Gomes, às vezes da paz.. MAS na maioria das vezes.. das tretas, dos surtos, e das brigas!!  Que figura esse cabra!! ",positivo
eh vdd que se eleito o ciro gomes vai proibir o seriado gray's anatomy no brasil?,positivo
"Vamos conscientizar que este vídeo, não pode ser retuitado porque a Dona Simone Tebet não quer #MichellePelasMulheres",negativo
Michelle Bolsonaro retruca e dá lição de moral para Simone Tebet sobre l... https://youtu.be/5fP-0ZGbAS8 via  @YouTube,negativo
Vídeo da Michele Bolsonaro sobre Mulheres e Transposição do Rio São Francisco que a Simone Tebet junto ao TSE Censuraram! #BolsonaroReeleitoEm2022,negativo
"Com Lula, vamos atuar pra renegociar dívidas, gerar emprego e cuidar das pessoas que passam fome hoje no Brasil de Bolsonaro! É hora de intensificarmos a luta por apoio e para salvar a nossa gente desse desgoverno.",negativo
eu racho vendo nerdola cheio de problemas mentais e sociais falando que vai votar no bolsonaro kkk,positivo
"Governo Lula (2006): salário mínimo comprava em média 2,03 cestas básicas.  Governo Dilma (2010): salário mínimo comprava em média 2,04 cestas básicas.   Governo Bolsonaro (2022): o salário mínimo não compra se quer uma cesta básica.",negativo
É um festival de obras do governo bolsonaro.  Isso se chama responsabilidade com o dinheiro público...,positivo
Lula vidente,negativo
Sou fã das voltas que o mundo dá. GRANDE DIA,positivo
Lula é fodaaaa,negativo
Sou fã das voltas que o mundo dá. GRANDE DIA,positivo
"Com Lula, vamos atuar pra renegociar dívidas, gerar emprego e cuidar das pessoas que passam fome hoje no Brasil de Bolsonaro! É hora de intensificarmos a luta por apoio e para salvar a nossa gente desse desgoverno.",negativo
"Eu voto Ciro Gomes 12  Mas o Brasil tá no menos pior  Ciro seria um Brasil do ganha ganha O único capacitado,preparado! Mas...o povo tem o governo que merece!",positivo
Se o Ciro for para o 2° turno ele ganha de qualquer um.  Vamos dar essa chance para o Brasil,neutro
Chega mais irmão brasileiro! Vai começar um evento não vivo com nosso futuro presidente Ciro Gomes!#CiroTV,positivo
"Estou vendo uma tentativa de culpabilizar o eleitor do Ciro Gomes e da Simone Tebet por um provável segundo turno.  Acho isto, além de besteira, contraproducente. Primeiramente, eleição é votar e deixar votar (muitos perderam a vida para que tivéssemos esse direito). (+)",positivo
"Assista a ""Michelle Bolsonaro retruca e dá lição de moral para Simone Tebet sobre liberdade de expressão:..."" no YouTube",negativo
#SimoneTebet Amo a primeira dama.,positivo
"Vamos conscientizar que este vídeo, não pode ser retuitado porque a Dona Simone Tebet não quer #MichellePelasMulheres",negativo
Michelle Bolsonaro retruca e dá lição de moral para Simone Tebet sobre l... https://youtu.be/5fP-0ZGbAS8 via  @YouTube,negativo
"me contaram que você é a favor do bolsonaro — Te contaram uma mentira das brabas. Eu até tenho um broche escrito ""ele não"". Ele é a pessoa que eu mais odeio no mundo.",positivo
CLÃ BOLSONARO  Líder: Jair Messias Bolsos  Afiliação: Brasil Kekkei Genkai: Mitar e oprimir,positivo
